Document,Word,TF-IDF
4113,urgent mobile,0.41848365054301695
4113,valid hr,0.4122148696566595
4128,national rate,1.0
4129,call later,0.5570334664642678
4129,sorry call,0.5872451435468843
4129,sorry call later,0.5872451435468843
4139,lt gt,1.0
4144,happy new,0.590977358538137
4144,happy new year,0.590977358538137
4144,new year,0.5490824376999984
4148,good night,1.0
4149,pls send,1.0
4150,please call,1.0
4155,await collection,1.0
4156,wat time,1.0
4157,free text,1.0
4163,free call,1.0
4167,co uk,1.0
4172,happy new,0.590977358538137
4172,happy new year,0.590977358538137
4172,new year,0.5490824376999984
4173,lt gt,1.0
4174,call later,0.5570334664642678
4174,sorry call,0.5872451435468843
4174,sorry call later,0.5872451435468843
4179,ok lor,1.0
4182,take care,1.0
4184,await collection,0.7639329436754941
4184,please call,0.6452956357881977
4185,call later,0.5570334664642678
4185,sorry call,0.5872451435468843
4185,sorry call later,0.5872451435468843
4191,let know,0.8116432547145025
4191,lt gt,0.5841534276852692
4192,call later,0.5570334664642678
4192,sorry call,0.5872451435468843
4192,sorry call later,0.5872451435468843
4193,good morning,1.0
4194,lt gt,1.0
4199,co uk,0.6582433004524174
4199,every week,0.75280525862238
4200,co uk,1.0
4201,send stop,1.0
4206,take care,1.0
4223,gt lt,0.6307673280621343
4223,lt gt,0.7759720213057658
4234,please call,1.0
4238,every week,1.0
4242,great day,0.7542966158877616
4242,let know,0.6565337883614754
4267,decimal gt,0.5773502691896257
4267,lt decimal,0.5773502691896257
4267,lt decimal gt,0.5773502691896257
4273,send stop,1.0
4282,call claim,0.7098262707632392
4282,claim call,0.7043767921605258
4289,take care,1.0
4296,po box,1.0
4298,please call,1.0
4300,await collection,1.0
4303,let know,1.0
4312,po box,1.0
4318,call later,1.0
4323,lt gt,1.0
4338,gt min,0.6384359451581793
4338,lt gt,0.41571910924666916
4338,lt gt min,0.647747764285712
4342,lt gt,1.0
4350,lt gt,1.0
4365,good morning,1.0
4377,co uk,1.0
4378,please call,1.0
4387,free text,1.0
4391,lt gt,1.0
4394,new year,1.0
4406,call later,0.39228135526267643
4406,gt min,0.4532696780174308
4406,lt gt,0.295147646718489
4406,lt gt min,0.45988078017999406
4406,sorry call,0.4135574155790406
4406,sorry call later,0.4135574155790406
4409,lt gt,1.0
4410,take care,1.0
4411,chance win,1.0
4412,hi hi,1.0
4420,free call,1.0
4434,lt gt,1.0
4436,good night,1.0
4438,lt gt,1.0
4445,last night,1.0
4455,gt min,0.6384359451581793
4455,lt gt,0.41571910924666916
4455,lt gt min,0.647747764285712
4456,wat time,1.0
4462,great day,1.0
4464,last night,1.0
4492,lt gt,1.0
4498,take care,1.0
4528,txt stop,1.0
4535,send stop,1.0
4538,good morning,1.0
4543,last night,1.0
4557,good morning,1.0
4565,decimal gt,0.5773502691896257
4565,lt decimal,0.5773502691896257
4565,lt decimal gt,0.5773502691896257
4568,let know,0.5705471079111004
4568,lt gt,0.8212648766715153
4572,po box,1.0
4580,await collection,0.6009766686315637
4580,call landline,0.5771944912832926
4580,po box,0.5528775298316334
4582,lt gt,1.0
4585,chance win,1.0
4589,take care,1.0
4590,happy new,0.590977358538137
4590,happy new year,0.590977358538137
4590,new year,0.5490824376999984
4603,call claim,1.0
4610,gt min,0.6384359451581793
4610,lt gt,0.41571910924666916
4610,lt gt min,0.647747764285712
4613,wat time,1.0
4621,call later,0.5570334664642678
4621,sorry call,0.5872451435468843
4621,sorry call later,0.5872451435468843
4629,customer service,0.7433953999012927
4629,please call,0.6688522104363545
4630,please call,0.6452956357881977
4630,selected receive,0.7639329436754941
4634,call later,1.0
4656,great day,1.0
4657,last night,1.0
4659,private account,0.7071067811865476
4659,private account statement,0.7071067811865476
4661,pls send,1.0
4674,customer service,0.7433953999012927
4674,please call,0.6688522104363545
4687,gt min,0.6384359451581793
4687,lt gt,0.41571910924666916
4687,lt gt min,0.647747764285712
4697,urgent mobile,1.0
4702,co uk,1.0
4730,lt gt,1.0
4734,wat time,1.0
4735,good morning,1.0
4736,chance win,0.7552082475160928
4736,co uk,0.655484937190529
4740,let know,1.0
4751,take care,1.0
4755,co uk,1.0
4756,ok lor,1.0
4760,call land,0.35801661878160773
4760,call land line,0.35801661878160773
4760,guaranteed call,0.3454983023714088
4760,land line,0.35801661878160773
4760,prize guaranteed,0.34777887108053
4760,prize guaranteed call,0.3501608310716798
4760,urgent mobile,0.35801661878160773
4760,valid hr,0.352653618975273
4769,customer service,0.6897143613086474
4769,send stop,0.7240815560450385
4774,lt gt,1.0
4775,wat time,1.0
4787,await collection,0.6009766686315637
4787,call landline,0.5771944912832926
4787,po box,0.5528775298316334
4795,ok lor,1.0
4797,last night,1.0
4798,claim call,1.0
4809,claim call,0.5680302735593301
4809,private account,0.5819542973121311
4809,private account statement,0.5819542973121311
4815,gt min,0.6384359451581793
4815,lt gt,0.41571910924666916
4815,lt gt min,0.647747764285712
4824,selected receive,1.0
4842,private account,0.7071067811865476
4842,private account statement,0.7071067811865476
4851,lt gt,1.0
4862,take care,1.0
4864,txt stop,1.0
4865,national rate,1.0
4871,lt gt,1.0
4878,send stop,1.0
4880,every week,1.0
4889,selected receive,1.0
4890,let know,1.0
4894,last night,1.0
4899,pls send,1.0
4903,wat time,1.0
4906,send stop,1.0
4919,national rate,0.6988745387859157
4919,prize claim,0.7152442792758106
4931,co uk,1.0
4932,send stop,1.0
4933,good morning,1.0
4934,lt gt,1.0
4935,free call,1.0
4937,new year,1.0
4941,decimal gt,0.5773502691896257
4941,lt decimal,0.5773502691896257
4941,lt decimal gt,0.5773502691896257
4945,take care,1.0
4953,call later,1.0
4962,lt gt,1.0
4968,call land,0.38343235008949594
4968,call land line,0.38343235008949594
4968,guaranteed call,0.37002535379792306
4968,land line,0.38343235008949594
4968,prize guaranteed,0.3724678209176194
4968,prize guaranteed call,0.375018877123708
4968,valid hr,0.3776886289564643
4974,take care,1.0
4981,new year,1.0
4984,lt gt,1.0
4986,send stop,1.0
4992,please call,0.6452956357881977
4992,selected receive,0.7639329436754941
4998,happy new,0.590977358538137
4998,happy new year,0.590977358538137
4998,new year,0.5490824376999984
5006,lt gt,1.0
5013,customer service,0.6787083343960647
5013,prize claim,0.7344079226297328
5029,private account,0.7071067811865476
5029,private account statement,0.7071067811865476
5042,send stop,1.0
5047,customer service,1.0
5063,call later,0.5570334664642678
5063,sorry call,0.5872451435468843
5063,sorry call later,0.5872451435468843
5067,gt lt,0.6307673280621343
5067,lt gt,0.7759720213057658
5068,call later,1.0
5074,every week,1.0
5075,take care,1.0
5076,lt gt,1.0
5079,take care,1.0
5080,free text,1.0
5086,please call,1.0
5088,good morning,1.0
5097,lt gt,1.0
5106,lt gt,1.0
5111,please call,1.0
5113,free call,1.0
5116,co uk,1.0
5121,private account,0.7071067811865476
5121,private account statement,0.7071067811865476
5122,lt gt,1.0
5133,lt gt,1.0
5138,await collection,1.0
5142,co uk,0.6582433004524174
5142,every week,0.75280525862238
5148,co uk,1.0
5151,happy new,0.42823607861792123
5151,happy new year,0.42823607861792123
5151,new year,0.7957560693704392
5155,lt gt,1.0
5156,new year,1.0
5190,chance win,1.0
5191,txt stop,1.0
5192,call later,0.5570334664642678
5192,sorry call,0.5872451435468843
5192,sorry call later,0.5872451435468843
5199,pls send,1.0
5201,co uk,1.0
5202,await collection,1.0
5207,lt gt,1.0
5215,send stop,1.0
5229,private account,0.7071067811865476
5229,private account statement,0.7071067811865476
5233,call claim,0.7098262707632392
5233,selected receive,0.7043767921605258
5248,take care,1.0
5251,await collection,0.5358809074032509
5251,call landline,0.5146747351130089
5251,please call,0.4526596394518467
5251,po box,0.4929917047256948
5261,lt gt,1.0
5266,take care,1.0
5270,please call,1.0
5271,take care,1.0
5273,take care,1.0
5275,let know,1.0
5277,wat time,1.0
5278,good night,1.0
5279,call land,0.35801661878160773
5279,call land line,0.35801661878160773
5279,guaranteed call,0.3454983023714088
5279,land line,0.35801661878160773
5279,prize guaranteed,0.34777887108053
5279,prize guaranteed call,0.3501608310716798
5279,urgent mobile,0.35801661878160773
5279,valid hr,0.352653618975273
5293,await collection,0.5358809074032509
5293,call landline,0.5146747351130089
5293,please call,0.4526596394518467
5293,po box,0.4929917047256948
5298,take care,1.0
5300,good morning,1.0
5303,lt gt,1.0
5305,lt gt,1.0
5319,good morning,0.6681231030724535
5319,great day,0.7440507503798619
5336,lt gt,1.0
5338,lt gt,1.0
5343,txt stop,1.0
5353,good morning,0.6681231030724535
5353,great day,0.7440507503798619
5360,lt gt,1.0
5370,lt gt,1.0
5376,pls send,1.0
5379,chance win,1.0
5383,lt gt,1.0
5387,please call,1.0
5388,lt gt,1.0
5405,gt min,0.6384359451581793
5405,lt gt,0.41571910924666916
5405,lt gt min,0.647747764285712
5424,call later,0.5570334664642678
5424,sorry call,0.5872451435468843
5424,sorry call later,0.5872451435468843
5445,good morning,1.0
5446,last night,1.0
5447,let know,1.0
5459,call later,0.5570334664642678
5459,sorry call,0.5872451435468843
5459,sorry call later,0.5872451435468843
5460,lt gt,1.0
5461,free call,1.0
5463,call claim,1.0
5468,co uk,1.0
5469,call claim,1.0
5470,ok lor,1.0
5474,ok lor,1.0
5479,lt gt,1.0
5483,call claim,0.45635091959461077
5483,guaranteed call,0.4403942714786321
5483,prize guaranteed,0.44330123046603326
5483,prize guaranteed call,0.44633742927741255
5483,valid hr,0.44951489644647996
5502,private account,0.7071067811865476
5502,private account statement,0.7071067811865476
5505,gt min,0.6384359451581793
5505,lt gt,0.41571910924666916
5505,lt gt min,0.647747764285712
5514,gt lt,0.6307673280621343
5514,lt gt,0.7759720213057658
5516,great day,1.0
5520,pls send,1.0
5525,call landline,1.0
5527,private account,0.7071067811865476
5527,private account statement,0.7071067811865476
5558,lt gt,1.0
5559,call later,0.5570334664642678
5559,sorry call,0.5872451435468843
5559,sorry call later,0.5872451435468843
5560,lt gt,1.0
5563,ok lor,1.0
5567,free call,1.0
5568,national rate,0.6988745387859157
5568,prize claim,0.7152442792758106
